id_modalidade,descricao_modalidade,descricao_tipo,flg_tipo,isn_modalidade,descricao_justificativa
2555,DEFINIDA POR ORGANISMO FINANCIADOR,CONTRATO,51,0,"DIANTE A POLÍTICA NACIONAL DE RESÍDUOS SÓLIDOS (PNRS), INSTITUÍDA PELA LEI Nº 12.305/2010, AO RECONHECER OS RESÍDUOS COMO UM BEM ECONÔMICO E DE VALOR SOCIAL, IMPUTA AO PODER PÚBLICO, DE FORMA COMPARTILHADA, A RESPONSABILIDADE DE GARANTIR A REUTILIZAÇÃO, RECICLAGEM E TRATAMENTO DOS RESÍDUOS, A PARTIR DO ESTABELECIMENTO DE UMA GESTÃO INTEGRADA E QUE CONTEMPLE A LOGÍSTICA REVERSA DOS RESÍDUOS. O GOVERNO DO ESTADO DO CEARÁ ESTÁ IMPLANTANDO A CENTRAL DE TRATAMENTO DE RESÍDUOS ¿ CTR, COM FINANCIAMENTO ASSEGURADO PELO BANCO INTERAMERICANO DE DESENVOLVIMENTO (BID), POR MEIO DO PROJETO DE DESENVOLVIMENTO URBANO DE POLOS REGIONAIS, TENDO COMO FINALIDADE A PRESTAÇÃO DE SERVIÇOS DE FORMA ASSOCIADA PARA DESTINAÇÃO ADEQUADA DOS RESÍDUOS SÓLIDOS A SER IMPLANTADO NO CONSÓRCIO MUNICIPAL PARA ATERRO DE RESÍDUOS SÓLIDOS ¿ UNIDADE DE LIMOEIRO DO NORTE (COMARES ¿ UL)."
2556,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"AQUISIÇÃO DO MATERIAL DE CONSUMO (CAFÉ E AÇÚCAR), PARA COVAT ARP 2023/15138"
2557,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,ATENDER DEMANDA DA SEDUC.
2558,DISPENSA,CONTRATO,51,0,AQUISIÇÃO DE 01 (UMA) LAVADORA DE MICROPLACAS COM 8 POSIÇÕES DE LAVAGEM DESTINADO AO PROJETO DE PESQUISA BIOPROSPECÇÃO MOLECULAR DE PRODUTOS NATURAIS FINEP/URCA
2559,DISPENSA,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"A CERTIFICAÇÃO DIGITAL É PARA O FUNDO DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO CEARÁ - FASSEC, INSTITUÍDO PELA LEI Nº16.530/2018, EM NOME DO SEU REPRESENTANTE, SR. JOSÉ OLAVO PEIXOTO FILHO, SUPERINTENDENTE DESDE INSTITUTO DE SAÚDE DOS SERVIDORES DO ESTADO DO CEARÁ, COM VALIDADE DE 3 ANOS."
2560,DISPENSA,CONTRATO,51,0,MELHORIA DA QUALIDADE DAS ESCOLAS
2561,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,RECURSO DESTINADO A AQUISIÇÃO DE MATERIAL DE EXPEDIENTE CONFORME ATA Nº 2022/11852 PARA HSJ
2562,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,PREGAO ELETRONICO 02/2016
2563,PREGÃO,CONTRATO,51,0,AQUISIÇÃO DE REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE REAGENTES E INSUMOS
2564,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,EXTENSOR                .
2565,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,AQUISIÇÃO DO MEDICAMENTO CANABIDIOL 200MG/ML PARA ATENDER DEMANDAS JUDICIAIS.
2566,GESTÃO,CONTRATO,51,0,"REALIZAR AÇÕES NO ÂMBITO DA EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA, TRANSFERÊNCIA DE TECNOLOGIA E POPULARIZAÇÃO DA CIÊNCIA"
2567,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"ATENDERÁ AS DEMANDAS DA PERÍCIA FORENSE DO ESTADO DO CEARÁ - PEFOCE ATRAVÉS DA EMISSÃO DE LAUDOS NAS ÁREAS CIVIS E CRIMINAIS, E CONSEQUENTEMENTE BENEFICIANDO A POPULAÇÃO NA AGILIZAÇÃO DAS ANÁLISES PERICIAIS EM RELAÇÃO AS CAUSAS ¿MORTIS¿, CRIMES SEXUAIS, USO DE SUBSTÂNCIAS ENTORPECENTES E/OU PSICOTRÓPICAS, VÍTIMAS DE INTOXICAÇÕES POR DROGAS E ALGUMAS DELAS PODEM CAUSAR EMBRIAGUEZ OU TORPOR."
2568,PREGÃO,CONTRATO,51,0,AQUISIÇÃO MEDIANTE PREGÃO ELETRÔNICO VISANDO ATENDER AS DEMANDAS DO MAPP 371
2569,DISPENSA,CONTRATO,51,0,"CONTRATO QUE ENTRE SI CELEBRAM A SECRETARIA DA CULTURA ¿ SECULT/CE E MAÍRA GOUVEIA ORTINS, ABAIXO QUALIFICADOS, PARA O FIM QUE NELE SE DECLARA."
2570,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,DESENTUPIDOR SANITÁRIO              .
2571,DISPENSA,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,AQUISIÇÃO DE PASTAS PARA ESTE LACEN.
2572,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,RECURSO DESTINADO A AQUISIÇÃO DE MATERIAL DE ACONDICIONAMENTO E EMBALAGEM CONFORME ATA Nº  2021/22054 PARA HSJ
2573,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,PARA REPOSIÇÃO DE ESTOQUE E ATENDIMENTO AS DEMANDAS DA ARCE.
2574,PREGÃO,CONTRATO,51,0,"AQUISIÇÃO DE RAÇÃO PARA ALIMENTAÇÃO DOS CÃES, ADULTOS E FILHOTES, DA SEÇÃO DE BUSCA, RESGATE E SALVAMENTO COM CÃES DO CBMCE PARA CONSUMO EM UM PERÍODO ESTIMADO DE 12 (DOZE) MESES"
2575,PREGÃO ELETRÔNICO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,PARA ATENDER AS NECESSIDADES DESSA INSTITUIÇÃO NO QUE DIZ RESPEITO A AQUISIÇÃO DE MATERIAL DE CONSUMO - LUVA DE BORRACHA
2576,PREGÃO,CONTRATO,51,0,REABASTECIMENTO E ATUALIZAÇÃO DO ESTQUE DO ALMOXARIFADO
2577,PREGÃO,CONTRATO,51,0,"AQUISIÇÃO DE MATERIAL PERMANENTE, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO ANEXO I DESTE TERMO, (RACK 19"") - TR 54/2021 - PE: 2021/0028."
2578,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,AQUISIÇÃO DE MATERIAL DE CONSUMO (LIMPEZA) ATRAVÉS DA ATA Nº 03/2014 PARA SUPRIR AS NECESSIDADES DA 5ª CRES-CANINDÉ
2579,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,AQUISIÇÃO DO MEDICAMENTO JANUMET (FOSFATO DE SITAGLIPTINA + CLORIDRATO DE METFORMINA) 50MG + 1000MG PARA ATENDER DEMANDAS JUDICIAIS.
2580,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,CLORETO DE SÓDIO                   .
2581,DISPENSA,CONTRATO,51,0,PARA ATENDER AS UNIDADES DE SAÚDE DO ESTADO
2582,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,ATENDER A DEMANDA DA SECRETARIA DA EDUCAÇÃO ¿ SEDUC.
2583,DISPENSA,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,AQUISIÇÃO DE 15 CAIXAS DE TRIENTINI 250MG PARA 12 MESES DE TRATAMENTO DO PACIENTE JONAS ALVES DE OLIVEIRA (AÇÃO OBRIGAÇÃO DE FAZER Nº 2007.0013.0288-2).
2584,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,ATENDER AS NECESSIDADES DA COORDENADORIA DE CANINDÉ
2585,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,PARA ATENDER AS NECESSIDADES DESTA CEARAPREV
2586,DISPENSA,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"AQUISIÇÃO DE MATERIAL DE CONSUMO (GASES ESPECIAIS - ACETILENO, AR SINTÉTICO E ARGÔNIO) ATRAVÉS DE COTAÇÃO ELETRÔNICA"
2587,DISPENSA,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,TRATA-SE DE EXPEDIENTE REFERENTE À AQUISIÇÃO DE 05 (CINCO) GERADORES DE OZÔNIO PORTÁTIL PARA ATENDER A DEMANDA DA CASA CIVIL
2588,INEXIGIBILIDADE,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"JUSTIFICA-SE PELA TRANSIÇÃO DEMOGRÁFICA QUE VIVEMOS, A ATENÇÃO A PROBLEMAS NEUROLÓGICOS SERÁ CADA VEZ MAIS NECESSÁRIA EM TODOS OS NÍVEIS DE ATENÇÃO, SE FAZ NECESSÁRIO ATUALIZAR OS MÉDICOS NÃO NEUROLOGISTAS SOBRE AS PRINCIPAIS DOENÇAS NEUROLÓGICAS ENCONTRADAS NAS DIVERSAS ESFERAS (PRIMÁRIAS, SECUNDÁRIA OU TERCIÁRIA) DE ATENÇÃO À SAÚDE."
2589,PREGÃO,CONTRATO,51,0,"AQUISIÇÃO DE 150 (CENTO E CINQUENTA) MICROCOMPUTADORES DELL OPTIPLEX 760 DESKTOP, PROCESSADOR INTEL CORE 2 DUO E7500 2.93GHZ 3M 1066 MHZ, MEMÓRIA 4GB, NON-ECC 800MHZ DDR2, 2 X 1GB, TECLADO DELL, USB, DELL  E1910, MONITOR 19 IN, WIDE BLK, DISCO RÍGIDO SATA 250GB, EMRP, WINDOWS7 PROF DOWNGRADE TO XP PROFESSIONAL."
2590,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"PARA ATENDER AS NECESSIDADES DESSA INSTITUIÇÃO, MO QUE DIZ RESPEITO A AQUISIÇÃO DE MATERIAL DE CONSUMO - FIBRA SOMTÉTICA"
2591,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,PANO DE CHÃO          .
2592,DISPENSA,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,CONFECÇÃO DE BANNER E FOLHETOS PARA OS EVENTOS DA JUCEC.
2593,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,MEDICAMENTO CLONIDINA 100MG
2594,PREGÃO ELETRÔNICO,CONTRATO,51,0,ATENDER DEMANDA DA EMATERCE.
2595,PREGÃO,CONTRATO,51,0,PARA RECOMPOR A FROTA DE VEÍCULOS DA ADAGRI
2596,PREGÃO ELETRÔNICO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"AQUISIÇÃO DE COMPRESSA DE GAZE, ACOLCHOADA, CAMADA DE ALGODAO HIDROFILO, RECOBERTA POR UMA CAMADA DE GAZE LIVRE DE FIOS SOLTOS, REBARBAS E IMPUREZAS, MEDIDA FECHADA 10CM +/-2CM X 15CM +/-2CM, ESTERIL PARA ATENDER DEMANDAS JUDICIAIS."
2597,INEXIGIBILIDADE,CONTRATO,51,0,"A CONTRATAÇÃO VISA ATENDER AS NECESSIDADES DOS SERVIDORES DA SEMACE PARA UTILIZAÇÃO NO SISTEMA DE TRANSPORTE COLETIVO URBANO, PARA O CUSTEIO DE DESLOCAMENTO RESIDÊNCIA - TRABALHO  E VICE-VERSA."
2598,DISPENSA,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,PARA REPOR ESTOQUE DO ALMOXARIFADO POR 6 (SEIS) MESES
2599,CARTA CONVITE,CONTRATO,51,0,PARA A MELHORIA A QUALIDADE DO ENSINO
2600,PREGÃO ELETRÔNICO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"AQUISIÇÃO DE MATERIAL DE LABORÁTORIO, REFERENTE A ATA DO RP 2023/20428 - PARA O HSJ."
2601,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,PARA REPOSIÇÃO DO ESTOQUE PELO PERIODO DE 12(DOZE) MESES
2602,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,PARA ATENDER AS NECESSIDADES DESSA INSTITUIÇÃO NO QUE DIZ RESPEITO A AQUISIÇÃO DE MATERIAL DE CONSUMO - VASSOURA GARI E VASSOURA PIAÇAVA
2603,DISPENSA,CONTRATO,51,0,"CONSIDERANDO A DETERMINAÇÃO DA SUPERINTENDENTE EM EXERCÍCIO, VIRGÍNIA ADÉLIA RODRIGUES CARVALHO, A FIM DE QUE TODOS OS SERVIDORES PÚBLICOS DA SUPERINTENDÊNCIA ESTADUAL DO MEIO AMBIENTE-SEMACE UTILIZEM DE FORMA OBRIGATÓRIA O CRACHÁ DE IDENTIFICAÇÃO FUNCIONAL. O CRACHÁ É UM CARTÃO QUE IDENTIFICA O FUNCIONÁRIO QUE FAZ PARTE DO QUADRO PESSOAL, SUA UTILIZAÇÃO É ESSENCIAL, POIS TRAZ AO COLABORADOR SEGURANÇA EM LOCAIS QUE POSSUEM UM QUADRO VASTO DE PESSOAS, QUE É O CASO DA SEMACE, QUE É UM ÓRGÃO QUE TEM COMO ATRIBUIÇÃO EXECUTAR A POLÍTICA ESTADUAL DE CONTROLE AMBIENTAL DO CEARÁ, PORTANTO RECEBE CONSTANTEMENTE PESSOAS DE TODO O ESTADO. DESTA FORMA, A PRESENTE AQUISIÇÃO VISA ADEQUAR À UTILIZAÇÃO DE CRACHÁS, A FIM DE PROPORCIONAR A CORRETA E SEGURA IDENTIFICAÇÃO DE TODOS OS SERVIDORES DESTA AUTARQUIA, BEM COMO PADRONIZAR OS CRACHÁS AO PADRÃO ATUALMENTE UTILIZADO PELOS ÓRGÃOS DO GOVERNO DO ESTADO DO CEARÁ, DE ACORDO COM O MANUAL DE IDENTIDADE VISUAL 2016. CRACHÁS, COM IDENTIFICAÇÃO FUNCIONAL 4X4 CORES, EM PVC LAMINADO, ESPESSURA 0,76MM, DIMENSÃO 54X86MM, TERMO IMPRESSÃO DIRETA NO CRACHÁ COM IMPRESSORAS ESPECIAIS DE PVC, COM ALTA RESOLUÇÃO E FIDELIDADE ÀS CORES E IMAGENS, COM CAMADA OVERLAY DE PROTEÇÃO, LAYOUT COM IDENTIFICAÇÃO PERSONALIZADA DE CADA PORTADOR, CONTENDO O SÍMBOLO DO BRASÃO DO ESTADO DO CEARÁ, CONFORME MODELO FORNECIDO PELA CASA CIVIL. 300 (TREZENTOS) CORDÃO PERSONALIZADO, COR E IMPRESSÃO PADRÃO DO ESTADO, EM POLIÉSTER, 9MM LARGURA, PARA FIXAÇÃO DE CRACHÁ, TERMINAL DE METAL NIQUELADO E FIXADOR TIPO JACARÉ."
2604,SEM MODALIDADE,CONTRATO,51,0,APOIAR A FEDERAÇÃO CEARENSE DE ATLETISMO NO CAMPEONATO EM COMEMORAÇÃO AOS 50 ANOS DA FUNDAÇÃO FCAT
2605,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,( DEMANDA ADMINISTRATIVA)
2606,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,AQUISIÇÃO DE MATERIAL MÉDICO PARA REFORÇO DAS AÇÕES DE ASSISTÊNCIA FARMACÊUTICA NAS REDE DE ATENÇÃO À SAÚDE DO ESTADO DO CEARÁ - FECOP.
2607,PREGÃO ELETRÔNICO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,ATENDER AS NECESSIDADES DO SAMU 192 CE
2608,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,QUETIAPINA           .
2609,PREGÃO,CONTRATO,51,0,NECESSIDADE DE FORNECIMENTO PARA O HOSPITAL GERAL DE FORTALEZA-HGF/SESA
2610,DISPENSA,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,AQUISIÇÃO DE CADEIRA DE RODA MOTORIZADA STAND UP PARA ATENDER DEMANDA JUDICIAL
2611,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,PARA ATENDER AS NECESSIDADES DESSA INSTITUIÇÃO RELATIVO A AQUISIÇÃO DE MATERIAL DE CONSUMO - ÁGUA SANITÁRIA
2612,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,AQUISIÇÃO DE BOLSAS/ACESSORIOS DA EMPRESA ART MEDICA E REPRESENTAÇÕES DE PRODUTOS HOSPITALARES LTDA DO BRASIL LTDA PARA O PROGRAMA DE ATENÇAO A SAUDE DA PESSOA OSTOMIZADA DO CSEM/SESA REFERENTE AO MÊS DE ABRIL/2022.
2613,PREGÃO ELETRÔNICO,CONTRATO,51,0,MANUTENÇÃO NO PPGCV - FAVET CAMPUS DO ITAPERI - UECE.
2614,DISPENSA,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"AQUISIÇÃO DE 06 CXS. DE TASIGNA 200MG - CX. C/ 112 CPS., PARA CUMPRIMENTO DE AÇÃO ORDINÁRIA Nº 0913809-02.2014.8.06.0001 A FAVOR DE SAULO CIPRIANO BARROS."
2615,PREGÃO,CONTRATO,51,0,"PARA MINISTRAR OFICINAS, FORMAÇÕES E GERENCIAR O PROJETO ESTAÇÃO JUVENTUDE"
2616,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,RECURSO DESTINADO A AQUISIÇÃO DE MATERIAL DE LABORATÓRIO CONFORME ATA Nº 2022/16957 PARA HSJ
2617,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,RECURSO DESTINADO A AQUISIÇÃO DE MEDICAMENTO CONFORME ATA Nº 583/2019 PARA HSJ
2679,PREGÃO,CONTRATO,51,0,AQUISIÇÃO DE CAMA FAWLER ELÉTRICA  PARA HOSPITAL DR. CARLOS ALBERTO STUDART GOMES - HCASG/HM
2618,INEXIGIBILIDADE,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"AQUISIÇÃO DOS MEDICAMENTOS CYSTAGON (CISTEAMINA) 50MG E CYSTADROPS (COLÍRIO DE CISTEAMINA) 0,55% PARA ATENDER DEMANDAS JUDICIAIS."
2619,TOMADA DE PREÇO,CONTRATO,51,0,SERVIÇOS DE ENGENHARIA DE AVALIAÇÃO DE IMÓVEIS E BENFEITORIAS LOCALIZADOS NAS ZONAS URBANA E RURAL DO ESTADO DO CEARÁ.
2620,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"RECURSO DESTINADO AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS ( LEITE EM PÓ ), REFERENTE ATA DO RP 2020/07798 PARA O HSJ"
2621,PREGÃO,CONTRATO,51,0,PARA ATENDER A DEMANDA DAS UNIDADE DE REFERÊNCIA DO ESTADO
2622,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,SULFAMETOXAZOL               .
2623,DISPENSA,CONTRATO,51,0,AQUISIÇÃO DE MATERIAL DE CONSUMO
2624,PREGÃO,CONTRATO,51,0,"COM O OBJETIVO DE COMPATIBILIZAR AS DEMANDAS DE ÁGUA ÀS DISPONIBILIDADES, TANTO EM TERMOS DE QUANTIDADE QUANTO EM QUALIDADE, A SECRETARIA DE RECURSOS HÍDRICOS DO CEARÁ - SRH VEM OTIMIZANDO O TRANSPORTE DE ÁGUA PARA USOS DIVERSOS. DENTRE OS PROJETOS PROPOSTOS PELA SRH ESTÁ A DUPLIFICAÇÃO DO EIXÃO DAS ÁGUAS QUE IRÁ AMPLIAR A SUA CAPACIDADE MÁXIMA PROJETADA DE 11 M³/ PARA 22 M#/S, TORNANDO O SISTEMA DE ABASTECIMENTO MAIS ROBUSTO E TRAZENDO UMA MAIOR SEGURANÇA HÍDRICA AO VALE DO JAGUARIBE E REGIÃO METROPOLITANA DE FORTALEZA-RMF."
2625,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,DESINFETANTE                .
2626,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,REAGENTES E INSUMOS    .
2627,DISPENSA,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"O MATERIAL A SER ADQUIRIDO SERÁ UTILIZADO NAS ATIVIDADES DESENVOLVIDAS PELA CONTROLADORIA GERAL DE DISCIPLINA (CGD), DIANTE DA NECESSIDADE DE ATENDIMENTO DAS DEMANDAS ORDINÁRIAS, BEM COMO EM PROTEGER OS PROCESSOS ADMINISTRATIVOS DISCIPLINARES INSTAURADOS NESTA CGD, POR CONSIDERAR SER PRIMORDIAL A MANUTENÇÃO DE SEU ASPECTO ESTÉTICO, OUTORGANDO UMA IDENTIDADE VISUAL PRÓPRIA, NO INTUITO DE DESEMPENHAR O PAPEL ESPECIFICAMENTE DETERMINADO PELA LEI COMPLEMENTAR Nº98/11"
2628,PREGÃO,CONTRATO,51,0,"A SEMACE VERIFICOU QUE NÃO EXISTE ATA DE REGISTRO DE PREÇOS DE TI DA EMPRESA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DO CEARÁ ¿ ETICE, PARA ESTE TIPO DE SERVIÇO, E RESOLVEU ADQUIRI-LO ATRAVÉS DE ADESÃO, COMO ÓRGÃO INTERESSADO, À ATA DE REGISTRO DE PREÇOS N° 031/2011, REFERENTE AO PREGÃO ELETRÔNICO N°004/2011, PROMOVIDO PELO MINISTÉRIO PÚBLICO DO ESTADO DO CEARÁ - PROCURADORIA GERAL DE JUSTIÇA.
DESDE A CONSTRUÇÃO DA SEMACE, NUNCA HOUVE NENHUMA REFORMA PARA APRIMORAMENTO DA SUA REDE DE DADOS. ATUALMENTE SUA INFRAESTRUTURA DE REDE ENCONTRA-SE SATURADA, SEM POSSIBILIDADE DE EXPANSÃO, UMA VEZ QUE NÃO HÁ MAIS COMO SE PASSAR CABOS DE REDE ATRAVÉS DOS DUTOS, OS QUAIS ESTÃO TODOS LOTADOS. ALÉM DO FATO DA INSTITUIÇÃO TER CRESCIDO CONSIDERAVELMENTE NOS ÚLTIMOS ANOS.
COM O PROBLEMA ACIMA, A EQUIPE DE INFRAESTRUTURA COLOCOU ALGUNS HUB´S EM ALGUMAS DIRETORIAS PARA CONECTAR OS COMPUTADORES QUE NÃO TINHAM COMO CONECTAR-SE A UM PONTO DE REDE DISPONÍVEL. ATUALMENTE, A SEMACE DISPÕE DE 350 (TREZENTOS E CINQUENTA) PONTOS DE REDE, MAS TRABALHANDO COM A VELOCIDADE DE BARRAMENTO 10/100, ONDE TODOS OS SERVIDORES POSSUEM A TECNOLOGIA 10/100/1000, ASSIM, NOTA-SE A NECESSIDADE DE TROCAR TODO O CABEAMENTO DE REDE PARA TER UM MELHOR DESEMPENHO NA TRANSFERÊNCIA DE DADOS. 
DIANTE DO EXPOSTO, O SERVIÇO DE REESTRUTURAÇÃO DA REDE LÓGICA DA SEMACE É IMPRESCINDÍVEL E CONTEMPLARÁ A INSTALAÇÃO DE 400 (QUATROCENTOS) PONTOS, QUE SERÃO DISTRIBUÍDOS A PARTIR DE TRÊS RACKS SAINDO DE PONTOS ESTRATÉGICOS DA SEMACE. A INTERLIGAÇÃO DESTES PONTOS DAR-SE-Á POR CABOS UTP CATEGORIA 6, QUE, PARTINDO DO RACK PERCORRERÃO O SISTEMA DE ELETRODUTOS DE PVC E ELETROCALHAS A SER FORNECIDO PELA CONTRATADA (JUNTAMENTE COM SEUS ACESSÓRIOS DE FIXAÇÃO, JUNÇÕES, CURVAS, DERIVAÇÕES, ACABAMENTOS DE PISO E DE PAREDE, ETC. ) A INTERLIGAÇÃO DOS RACKS SERÁ POR FIBRA ÓTICA ATÉ OS LOCAIS DOS PONTOS. SERÃO DISTRIBUÍDOS PELAS SALAS DIVERSOS PONTOS DE REDE, ONDE TODOS OS CABOS DERIVARÃO DO DATA CENTER. A INSTALAÇÃO E CONFIGURAÇÃO DOS EQUIPAMENTOS FORNECIDOS PELA EMPRESA CONTRATADA, INCLUINDO CABOS, CONECTORES, TOMADAS, SERÁ DE INTEIRA RESPONSABILIDADE DA  MESMA, ASSIM COMO TAMBÉM SERÁ RESPONSÁVEL PELA ATIVAÇÃO DE TODOS OS PONTOS DA REDE INSTALADA. DEVERÃO SER REALIZADOS OS SERVIÇOS DE PASSAGEM DE CABOS, CRIMPAGEM DE CONECTORES E IDENTIFICAÇÃO DOS PONTOS, COM ETIQUETAS TÉRMICAS NAS EXTREMIDADES."
2629,PREGÃO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,ATENDER AS NECESSIDADES DA SEMA E DAS UNIDADES DE CONSERVAÇÃO ESTADUAIS.
2630,PREGÃO ELETRÔNICO,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,52,0,"NA FORMA DO DECRETO ESTADUAL Nº 32.824/2018, AS CONTRATAÇÕES POR REGISTRO DE PREÇOS DEVEM SER ADOTADAS, PREFERENCIALMENTE: (I) QUANDO, PELAS CARACTERÍSTICAS DO BEM OU SERVIÇO, HOUVER NECESSIDADE DE CONTRATAÇÕES FREQUENTES; (II) QUANDO FOR CONVENIENTE A AQUISIÇÃO DE BENS OU MATERIAIS COM PREVISÃO DE ENTREGAS PARCELADAS OU CONTRATAÇÃO DE SERVIÇOS REMUNERADOS POR UNIDADE DE MEDIDA OU EM REGIME DE TAREFA; (III) QUANDO FOR CONVENIENTE A AQUISIÇÃO DE BENS OU MATERIAIS OU A CONTRATAÇÃO DE SERVIÇOS PARA ATENDIMENTO A MAIS DE UM ÓRGÃO OU ENTIDADE, OU A PROGRAMAS DE GOVERNO; OU (IV) QUANDO, PELA NATUREZA DO OBJETO, NÃO FOR POSSÍVEL DEFINIR PREVIAMENTE O QUANTITATIVO A SER DEMANDADO PELA ADMINISTRAÇÃO. POR OUTRO LADO, A LICITAÇÃO POR MEIO DESSA SISTEMÁTICA VISA A MAIOR CELERIDADE, O MELHOR APROVEITAMENTO DOS RECURSOS DISPONÍVEIS NO MERCADO E A AMPLIAÇÃO DA COMPETITIVIDADE, ESTABELECENDO A DIVISÃO DO OBJETO EM ITENS QUANDO SE COMPROVAREM TÉCNICA E ECONOMICAMENTE VIÁVEIS. NO CASO EM TELA, FAZ-SE NECESSÁRIA A CONTINUIDADE DAS AQUISIÇÕES DOS ITENS RELACIONADOS AO OBJETO DO REGISTRO DE PREÇOS, RAZÃO PELA QUAL REALIZOU-SE O PLANEJAMENTO Nº 2021/25304 ¿ LICITAWEB, VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAL DE CONSUMO ¿ ACONDICIONAMENTOS E EMBALAGENS, PELOS ÓRGÃOS/ENTIDADES DA ADMINISTRAÇÃO PÚBLICA ESTADUAL E ÀS ESCOLAS ESTADUAIS SITUADAS EM FORTALEZA. POR FIM, CONSIDERANDO AS CARACTERÍSTICAS DESSA SISTEMÁTICA DE CONTRATAÇÃO E A NECESSIDADE DE IMPLEMENTAÇÃO DO REGISTRO DE PREÇOS PARA CONTINUIDADE DAS AQUISIÇÕES PELOS ÓRGÃOS/ENTIDADES, ENCONTRAM-SE PRESENTES OS REQUISITOS DE OPORTUNIDADE, CONVENIÊNCIA E RELEVÂNCIA PARA O INTERESSE PÚBLICO."
2631,PREGÃO,CONTRATO,51,0,NECESSIDADE DE AQUISIÇÃO DE 02 (DOIS) DETECTORES DE METAIS PARA A PROCURADORIA GERAL DO ESTADO
